"出願番号/登録番号/国際登録番号","商標(検索用)","称呼基準","称呼(参考情報)","区分","出願人/権利者/名義人","出願日/国際登録日(事後指定日)","登録日","ステータス","文献URL"
"登録6779832","ＨＥＡＴＴＥＣＨ","","ヒートテック,ヒートテク","25","株式会社ファーストリテイリング","2023/08/30","2024/02/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-096781/40/ja"
"登録6779833","ＨＥＡＴＴＥＣＨ＼ＪＡＰＡＮ　ＴＥＣＨＮＯＬＯＧＹ","","ヒートテックジャパンテクノロジー,ヒートテクジャパンテクノロジー,ヒートテック,ヒートテク,ジャパンテクノロジー,テクノロジー","25","株式会社ファーストリテイリング","2023/08/30","2024/02/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-096782/40/ja"
"登録6782883","Ｎ－ジオ","","エヌジオ,ジオ","20","株式会社ニトリホールディングス","2023/09/01","2024/02/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-097818/40/ja"
"登録6782884","Ｎ－ＺＩＯ","","エヌジオ,ジオ,ゼットアイオオ","20","株式会社ニトリホールディングス","2023/09/01","2024/02/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-097819/40/ja"
"登録6783921","一坪開業","","ヒトツボカイギョー","35,36,41","株式会社良品計画","2023/07/07","2024/03/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-076048/40/ja"
"登録6789735","さらっとスタイル","","サラットスタイル,サラット","25","株式会社ファーストリテイリング","2023/09/28","2024/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-108607/40/ja"
"登録6789740","ＡＩＲｉｓｍ","","エアーイズム,エアーイスム,エアリズム,エアリスム,エイアイリズム,エイアイリスム,アイリズム,アイリスム","25","株式会社ファーストリテイリング","2023/09/29","2024/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-108970/40/ja"
"登録6791313","ニトコーデ","","ニトコーデ","35,41","株式会社ニトリホールディングス","2023/09/08","2024/03/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-100526/40/ja"
"登録6793876","ｓｗｅｅｔｓ","","スイーツ,スウイーツ","25","株式会社ファーストリテイリング","2023/10/03","2024/04/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-110091/40/ja"
"登録6793879","ヒートテック＼ＨＥＡＴ　ＴＥＣＨ","","ヒートテック,ヒートテク","24,25","株式会社ファーストリテイリング","2023/10/04","2024/04/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-110588/40/ja"
"登録6793882","プラス　スポーツ＼＋ＳＰＯＲＴＳ","","プラススポーツ,プラス","09,18,25","株式会社ファーストリテイリング","2023/10/04","2024/04/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-110923/40/ja"
"登録6793998","ＮＯＶＡ　ＤＩＮＩＮＧ　ＴＡＢＬＥ","","ノバダイニングテーブル,ノバ","20","株式会社良品計画","2023/05/23","2024/04/08","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-055930/40/ja"
"登録6801238","§ニトリの接触冷感∞Ｎ＼ＣＯＯＬ","","ニトリノセッショクレーカン,ニトリノ,ニトリ,セッショクレーカン,エヌクール,エヌ","05,09,10,12,18,20,22,24,25,27,28,35","株式会社ニトリホールディングス","2023/07/14","2024/05/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-078801/40/ja"
"登録6801239","§ニトリの接触冷感∞Ｎ＊＼ＣＯＯＬ＼ＳＵＰＥＲ","","ニトリノセッショクレーカン,ニトリノ,ニトリ,セッショクレーカン,エヌクールスーパー,エヌクール,エヌ","05,09,10,12,18,20,22,24,25,27,28,35","株式会社ニトリホールディングス","2023/07/14","2024/05/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-078802/40/ja"
"登録6801240","§ニトリの接触冷感∞Ｎ∞＊＊∞ＣＯＯＬ＼Ｗ‐ＳＵＰＥＲ","","ニトリノセッショクレーカン,ニトリノ,ニトリ,セッショクレーカン,エヌクールダブリュウスーパー,エヌクールダブルスーパー,エヌクール,エヌ,ダブリュウスーパー,ダブルスーパー","05,09,10,12,18,20,22,24,25,27,28,35","株式会社ニトリホールディングス","2023/07/14","2024/05/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-078803/40/ja"
"登録6802459","メリハリラックス","","メリハリラックス","25,35","株式会社ニトリホールディングス","2023/10/06","2024/05/08","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-111935/40/ja"
"登録6802460","Ｎコーデ","","エヌコーデ,コーデ","14,18,25,35","株式会社ニトリホールディングス","2023/10/06","2024/05/08","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-111936/40/ja"
"登録6807331","テーブルケット","","テーブルケット","24","株式会社ニトリホールディングス","2023/08/29","2024/05/23","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-095964/40/ja"
"登録6808225","§ＵＴ","","ユウテイ","18,21,28","株式会社ファーストリテイリング","2023/08/28","2024/05/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-095674/40/ja"
"登録6808402","ＵＮＩ＼ＱＬＯ∞ＧＩＦＴＳ　ＦＯＲ　ＡＬＬ","","ユニクロギフツフォーオール,ユニクロ,ギフツフォーオール","25,35","株式会社ファーストリテイリング","2023/11/07","2024/05/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-123716/40/ja"
"登録6808832","§Ｎ‐ｓｌｅｅｐ∞＋Ａｉｒ","","エヌスリープ,スリープ,プラスエアー,エアー,エイアイアアル","20,24","株式会社ニトリホールディングス","2024/03/12","2024/05/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-025380/40/ja"
"登録6808833","§Ｎ‐ｂｒｅａｔｈ∞＋Ａｉｒ","","エヌブレス,ブレス,プラスエアー,エアー,エイアイアアル","20,24","株式会社ニトリホールディングス","2024/03/12","2024/05/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-025381/40/ja"
"登録6808834","＋Ａｉｒ","","プラスエアー,エアー,エイアイアアル","20,24","株式会社ニトリホールディングス","2024/03/12","2024/05/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-025382/40/ja"
"登録6812151","ＰＬＳＴ","","ピイエルエステイ,プラステ,プルスト","16,20,21,27","株式会社ファーストリテイリング","2023/10/04","2024/06/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-110913/40/ja"
"登録6812153","","","","24,25","株式会社ファーストリテイリング","2023/10/04","2024/06/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-110924/40/ja"
"登録6812268","ユニ＼クロ∞ＵＮＩ＼ＱＬＯ","","ユニクロ,ユニ,ユウエヌアイ,クロ,キュウエルオオ","18,25,35,36","株式会社ファーストリテイリング","2023/11/20","2024/06/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-129144/40/ja"
"登録6813090","クローナ","","クローナ","20","株式会社ニトリホールディングス","2023/12/08","2024/06/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-136329/40/ja"
"登録6813091","ジャファー","","ジャファー","20","株式会社ニトリホールディングス","2023/12/08","2024/06/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-136331/40/ja"
"登録6813092","チェリーブ","","チェリーブ","20","株式会社ニトリホールディングス","2023/12/08","2024/06/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-136332/40/ja"
"登録6813093","ブエノス","","ブエノス","20","株式会社ニトリホールディングス","2023/12/08","2024/06/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-136334/40/ja"
"登録6814572","ニトリのスマホ保険","","ニトリノスマホホケン,ニトリノスマホ,ニトリノ,ニトリ,スマホホケン,スマホ","36","株式会社ニトリホールディングス","2023/12/06","2024/06/14","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-134942/40/ja"
"登録6815014","ＬｉｆｅＷｅａｒ","","ライフウエア,ライフ,ウエア","05,09,10,18,24,28,35","株式会社ファーストリテイリング","2023/11/20","2024/06/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-129143/40/ja"
"登録6816178","ニトリ∞ＬＩＶＥ","","ニトリライブ,ニトリリブ,ニトリ,ライブ,リブ","35,41","株式会社ニトリホールディングス","2023/10/06","2024/06/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-111933/40/ja"
"登録6816179","ニトリ∞ＬＩＶＥ","","ニトリライブ,ニトリリブ,ニトリ,ライブ,リブ","35,41","株式会社ニトリホールディングス","2023/10/06","2024/06/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-111934/40/ja"
"登録6823812","§ＮＩＴＯＲＩ＼ＰＥＴ","","ニトリペット,ニトリ","03,05,08,09,16,18,20,21,24,27,28,31,35","株式会社ニトリホールディングス","2023/12/08","2024/07/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-136333/40/ja"
"登録6831872","ＮＩＴＯＲＩ＼ＨＯＴＥＬ　ＳＴＹＬＥ","","ニトリホテルスタイル,ニトリ,ホテルスタイル,ホテル","20,24,25,27","株式会社ニトリホールディングス","2023/12/08","2024/08/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-136327/40/ja"
"登録6833096","毎日服","","マイニチフク,マイニチ","25,35,45","株式会社ファーストリテイリング","2024/02/13","2024/08/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-013783/40/ja"
"登録6840731","￠ＩＤＥＥ＼ＥＸＴＲＡ　ＳＨＥＬＦ","","イデーエクストラシェルフ,イデー,イデ,エクストラシェルフ","20","株式会社良品計画","2023/08/09","2024/09/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-088896/40/ja"
"登録6849580","ＣＯＭＦＯＲＴ２Ｂ","","コンフォートツービイ,コンフォートニビイ,コンフォート","25","株式会社ファーストリテイリング","2024/01/24","2024/10/01","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-006342/40/ja"
"登録6849955","ＭＵＪＩ　ＣＹＣＬＥ","","ムジサイクル,ムジ,サイクル","08,09,10,16,18,20,21,22,24,25,26,27,28,35,39,40,41","株式会社良品計画","2023/12/22","2024/10/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-142433/40/ja"
"登録6857899","ＵＮＩＱＬＯ","","ユニクロ","31","株式会社ファーストリテイリング","2024/03/06","2024/10/24","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-022893/40/ja"
"登録6857900","ＵＮＩ＼ＱＬＯ","","ユニクロ","31","株式会社ファーストリテイリング","2024/03/06","2024/10/24","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-022894/40/ja"
"登録6871595","ＫＡＩＸＩＡ","","カイシア,カイジア,カイキシア,カイクシア","09","キオクシア株式会社","2024/04/26","2024/12/03","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-045513/40/ja"
"登録6879561","一坪喫茶","","ヒトツボキッサ,ヒトツボ","35,43","株式会社良品計画","2024/07/04","2024/12/23","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-072314/40/ja"
"登録6881400","ニトリチャンネル","","ニトリチャンネル,ニトリ,チャンネル","35,38","株式会社ニトリホールディングス","2024/04/26","2024/12/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-045463/40/ja"
"登録6881401","§おしゃれも、快適も、∞ニトリ＼チャンネル∞みんなで創る","","ニトリチャンネル,ニトリ,チャンネル,オシャレモカイテキモ,ミンナデツクル","35,38","株式会社ニトリホールディングス","2024/04/26","2024/12/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-045464/40/ja"
"登録6882044","§家具・ホームセンター＼ＨＯＭＥ’Ｓ","","カグホームセンターホームズ,カグホームセンター,ホームズ,ホーム","35","株式会社ニトリホールディングス","2023/08/31","2025/01/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2023-096973/40/ja"
"登録6890349","Ｔａｔｔｅ","","タッテ","11","株式会社ニトリホールディングス","2024/08/23","2025/01/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-091170/40/ja"
"登録6890350","タッテ＼Ｔａｔｔｅ！収納","","タッテシューノー,タッテ,シューノー","11","株式会社ニトリホールディングス","2024/08/23","2025/01/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-091171/40/ja"
"登録6890351","氷解洗浄","","ヒョーカイセンジョー","11","株式会社ニトリホールディングス","2024/08/23","2025/01/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-091172/40/ja"
"登録6890579","ＫＡＲＵＦＵＲＡ","","カルフラ","21","株式会社ニトリホールディングス","2024/06/04","2025/01/29","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-059472/40/ja"
"登録6895558","一坪喫茶＼ひとつぼきっさ","","ヒトツボキッサ,ヒトツボ","35,43","株式会社良品計画","2024/07/24","2025/02/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-080093/40/ja"
"登録6896271","ベルフォレ","","ベルフォレ","11,28","株式会社ニトリホールディングス","2024/09/04","2025/02/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-095431/40/ja"
"登録6899315","ＫＩＯＸＩＡ　ＡｉＳＡＱ","","キオクシアエイアイサック,キオクシアアイサック,キオクシア,キオキシア,キオシア,エイアイサック,アイサック,サック,エスエイキュウ","09,42","キオクシア株式会社","2024/08/05","2025/02/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-084863/40/ja"
"登録6900719","ガス火","","ガスビ,ガスカ","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081772/40/ja"
"登録6900720","サッと手軽に　火を通す","","サットテガルニヒオトース","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081773/40/ja"
"登録6900721","じっくりと　火を通す","","ジックリトヒオトース","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081774/40/ja"
"登録6900722","１枚で長～く快適。","","イチマイデナガークカイテキ","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081775/40/ja"
"登録6900723","おもて∞うら","","オモテウラ,オモテ,ウラ","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081776/40/ja"
"登録6900724","ゴムバンド＼が消えた","","ゴムバンドガキエタ","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081777/40/ja"
"登録6900725","４隅＼ゴムバンド＼付き","","ヨスミゴムバンドツキ,ヨンスミゴムバンドツキ","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081778/40/ja"
"登録6900726","掛∞ふとん∞カバー","","カケフトンカバー","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081780/40/ja"
"登録6900727","敷∞ふとん∞カバー","","シキフトンカバー","35","株式会社ニトリホールディングス","2024/07/29","2025/02/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-081783/40/ja"
"登録6902041","ＣＯＭＰＴＯＩＲ∞ユニ＼クロ∞ＵＮＩ＼ＱＬＯ","","コントワーユニクロ,コントワールユニクロ,コントワー,コントワール,ユニクロ","18,25,35","株式会社ファーストリテイリング","2024/04/22","2025/02/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2024-042799/40/ja"
